"id","name","team","height","weight","year","position","hometown","state","country","latitude","longitude","formatted_height","stars"
5089452,"Wilder Hines","Alabama","74.0","240.0","2","OL","Birmingham","AL","USA","33.520682","-86.802433","6'2""","0"
5089453,"Miles Kitselman","Alabama","77.0","256.0","4","TE","Lyndon","KS","USA","38.610010","-95.684429","6'5""","0"
5089454,"Jay Loper Jr.","Alabama","71.0","180.0","3","WR","Daphne","AL","USA","30.603526","-87.903605","5'11""","0"
5089455,"Michael Lorino III","Alabama","72.0","185.0","3","RB","Birmingham","AL","USA","33.520682","-86.802433","6'0""","0"
5089456,"Caleb McDougle","Alabama","71.0","207.0","4","DB","Muscle Shoals","AL","USA","34.743679","-87.653262","5'11""","0"
5089458,"Vito Perri","Alabama","72.0","205.0","2","LB","Alpharetta","GA","USA","34.070958","-84.274733","6'0""","0"
5089459,"Ty Roper","Alabama","68.0","189.0","2","DB","Foley","AL","USA","30.406587","-87.683597","5'8""","0"
5089461,"Nick Serpa","Alabama","76.0","215.0","4","P","Foothill Ranch","CA","USA","33.683764","-117.662249","6'4""","0"
5089462,"Jack Standeffer","Alabama","70.0","160.0","2","WR","Tuscaloosa","AL","USA","33.209561","-87.567526","5'10""","0"
5091783,"Jason Hewlett","Michigan","74.0","227.0","2","LB","Youngstown","OH","USA","41.103579","-80.652016","6'2""","3"
5092246,"Cordell Jones-McNally","Michigan","68.0","175.0","1","PK","Marcellus","MI","USA","42.025878","-85.815558","5'8""","0"
5092262,"DJ Waller Jr.","Michigan","75.0","202.0","2","DB","Youngstown","OH","USA","41.103579","-80.652016","6'3""","3"
5093292,"Cade Carruth","Alabama","73.0","195.0","3","QB","Trussville","AL","USA","33.619627","-86.608434","6'1""","0"
5095358,"Caleb Johnston","Washington","71.0","221.0","2","LS","Ripon","CA","USA","37.739467","-121.124697","5'11""","0"
5095359,"Camdyn Stiegeler","Washington","73.0","203.0","1","QB","Oregon City","OR","USA","45.357343","-122.606758","6'1""","0"
5098809,"Winston Smith","Texas","73.0","202.0","2","LB","Houston","TX","USA","29.758938","-95.367697","6'1""","0"
5100330,"MJ Chirgwin","Alabama","72.0","195.0","3","WR","Huntington Beach","CA","USA","33.678334","-118.000016","6'0""","0"
5100332,"Alijah May","Alabama","71.0","195.0","4","DB","Pinson","AL","USA","33.688991","-86.683323","5'11""","0"
5100334,"Peyton Yates","Alabama","70.0","180.0","3","DB","Eads","TN","USA","35.204533","-89.649247","5'10""","0"
5103804,"Brandyn Hillman","Michigan","72.0","200.0","2","DB","Portsmouth","VA","USA","36.832008","-76.297699","6'0""","4"
5104212,"Jaren Hamilton","Alabama","73.0","195.0","1","WR","Gainesville","FL","USA","29.651968","-82.324985","6'1""","4"
5108220,"Kendrick Bell","Michigan","74.0","191.0","2","WR","Kansas City","MO","USA","39.100105","-94.578142","6'2""","3"
5121433,"Zach Durfee","Washington","77.0","256.0","4","EDGE","Dawson","MN","USA","44.932738","-96.054481","6'5""","0"
5122374,"Owen Coutts","Washington","76.0","230.0","3","TE","Seattle","WA","USA","47.603832","-122.330062","6'4""","0"
5150247,"Malik Benson","Alabama","73.0","195.0","4","WR","Lansing","KS","USA","39.248739","-94.900246","6'1""","4"
5150249,"Justin Jefferson","Alabama","73.0","228.0","4","LB","Memphis","TN","USA","35.146025","-90.051764","6'1""","4"
5150250,"Roq Montgomery","Alabama","75.0","337.0","1","OL","Anniston","AL","USA","33.662482","-85.828322","6'3""","4"
5150251,"Qua Russaw","Alabama","74.0","251.0","1","LB","Montgomery","AL","USA","32.377420","-86.309168","6'2""","5"
5150770,"JaFaar Johnson Jr.","Texas","71.0","186.0","2","DB","Bastrop","TX","USA","30.054112","-97.388776","5'11""","0"
5150771,"Tate Haver","Texas","72.0","215.0","2","S","Westlake Village","CA","USA","34.146023","-118.806179","6'0""","0"
5150773,"Rett Andersen","Texas","71.0","190.0","2","WR","San Antonio","TX","USA","29.424600","-98.495141","5'11""","0"
5150775,"Bryce Chambers","Texas","73.0","205.0","2","WR","Austin","TX","USA","30.271129","-97.743700","6'1""","0"
5150776,"Ty Boatright","Texas","72.0","175.0","2","WR","Kingwood","TX","USA","30.049708","-95.184630","6'0""","0"
5150777,"Ian Ratliff","Texas","71.0","185.0","2","P","Humble","TX","USA","29.998831","-95.262155","5'11""","0"
5150778,"Brooks Kieschnick Jr.","Texas","75.0","270.0","2","OL","San Antonio","TX","USA","29.424600","-98.495141","6'3""","0"
5150779,"Brady Sarkisian","Texas","73.0","230.0","2","LB","Newport Beach","CA","USA","33.617009","-117.929440","6'1""","0"
5150780,"Reed Malphurs","Texas","78.0","208.0","1","PK","Dallas","TX","USA","32.776272","-96.796856","6'6""","0"
5151880,"Thaddeus Dixon","Washington","73.0","186.0","4","CB","Los Angeles","CA","USA","34.053691","-118.242766","6'1""","3"
5151881,"Alex Johnson","Washington","78.0","214.0","3","QB","Seattle","WA","USA","47.603832","-122.330062","6'6""","0"
5151882,"Ryder Bumgarner","Washington","69.0","195.0","1","RB","Stanwood","WA","USA","48.242160","-122.352033","5'9""","0"
5151883,"Luke Luchini","Washington","73.0","195.0","1","WR","Meridian","ID","USA","43.608630","-116.392326","6'1""","0"
5151884,"Logan Lisherness","Washington","74.0","230.0","1","LB","Puyallup","WA","USA","47.184901","-122.292140","6'2""","0"
5151885,"Parker Cross","Washington","74.0","284.0","1","OL","Seattle","WA","USA","47.603832","-122.330062","6'2""","0"
5151886,"Jacob Mason","Washington","74.0","245.0","1","DE","Ferndale","WA","USA","48.846670","-122.589723","6'2""","0"
5151887,"Roice Cleeland","Washington","74.0","297.0","1","OL","Vancouver","WA","USA","45.630695","-122.674456","6'2""","0"
5151888,"Aidan Anderson","Washington","76.0","319.0","1","OL","Olympia","WA","USA","47.045102","-122.895008","6'4""","0"
5151889,"Habib Bello","Washington","74.0","310.0","1","DL","Bellingham","WA","USA","48.754401","-122.478836","6'2""","0"
5151890,"Troy Petz","Washington","73.0","193.0","2","P","Lynden","WA","USA","48.946604","-122.456932","6'1""","0"
5156342,"Jack Grusser","Michigan","72.0","175.0","1","QB","Franklin Lakes","NJ","USA","41.016764","-74.205701","6'0""","0"
5156344,"Micah Davis","Michigan","73.0","203.0","2","DB","Dexter","MI","USA","42.337300","-83.884200","6'1""","0"
5156345,"Grayson Dee","Michigan","73.0","235.0","2","LB","Pittsburgh","PA","USA","40.441694","-79.990086","6'1""","0"
5156346,"Jack MacKinnon","Michigan","76.0","250.0","2","LB","Sarasota","FL","USA","27.336581","-82.530855","6'4""","0"
5156347,"Liam Groulx","Michigan","72.0","225.0","2","LB","Charlotte","NC","USA","35.227209","-80.843083","6'0""","0"
5156348,"Bryson Kuzdzal","Michigan","71.0","198.0","2","RB","Ada","MI","USA","42.954714","-85.487952","5'11""","0"
5156349,"Jalen Hoffman","Michigan","75.0","235.0","2","TE","Burke","VA","USA","38.778416","-77.274964","6'3""","0"
5156350,"Cole Morgan","Michigan","76.0","275.0","2","OL","Princeton","NJ","USA","40.349695","-74.659738","6'4""","0"
5156351,"John Weidenbach","Michigan","72.0","215.0","2","LB","Naperville","IL","USA","41.772870","-88.147928","6'0""","0"
5156352,"Stone Anderson","Michigan","74.0","190.0","2","PK","Deerfield","MA","USA","42.544260","-72.604477","6'2""","0"
5156353,"Trey Pierce","Michigan","74.0","315.0","2","DL","Evergreen Park","IL","USA","41.720136","-87.701326","6'2""","0"
5159905,"Walter Sansing","Alabama","70.0","160.0","2","DB","Homewood","AL","USA","33.473710","-86.808451","5'10""","0"
5159906,"Kaleb Fleming","Alabama","73.0","205.0","3","WR","Macomb","MI","USA","42.674119","-82.902901","6'1""","0"
5159907,"Jake Ivie","Alabama","72.0","205.0","2","LB","Alabaster","AL","USA","33.244281","-86.816377","6'0""","0"
5159908,"JR Gardner","Alabama","71.0","185.0","2","RB","Gulf Shores","AL","USA","30.271122","-87.689383","5'11""","0"
5159909,"Tonio Ross","Alabama","74.0","180.0","1","DB","Alexandria","AL","USA","33.768706","-85.880676","6'2""","0"
5159910,"Kolby Peavy","Alabama","73.0","180.0","2","DB","Monroeville","AL","USA","31.527822","-87.324633","6'1""","0"
5159911,"Conner Warhurst","Alabama","74.0","190.0","2","DB","Russellville","AL","USA","34.506823","-87.729026","6'2""","0"
5159912,"Brock O'Quinn","Alabama","73.0","210.0","1","LS","Southlake","TX","USA","32.941236","-97.134178","6'1""","0"
5159913,"Noland Asberry","Alabama","73.0","190.0","3","LB","Mobile","AL","USA","30.691346","-88.043751","6'1""","0"
5159914,"Braylon Chatman","Alabama","72.0","200.0","2","LB","Trussville","AL","USA","33.619627","-86.608434","6'0""","0"
5159915,"Davis Peterson","Alabama","73.0","235.0","2","OL","Birmingham","AL","USA","33.520682","-86.802433","6'1""","0"
5159916,"Mac Smith","Alabama","75.0","270.0","2","OL","Birmingham","AL","USA","33.520682","-86.802433","6'3""","0"
5159917,"Baker Hickman","Alabama","75.0","315.0","2","OL","Tuscaloosa","AL","USA","33.209561","-87.567526","6'3""","0"
5159918,"Billy Roby","Alabama","71.0","245.0","2","OL","Huntsville","AL","USA","34.729847","-86.585901","5'11""","0"
5159919,"Lane Whisenhunt","Alabama","74.0","285.0","2","LB","Vestavia Hills","AL","USA","33.448799","-86.787949","6'2""","0"
5159920,"Reed Harradine","Alabama","75.0","185.0","1","PK","Birmingham","AL","USA","33.520682","-86.802433","6'3""","0"
